study_hours,assignments_pending,exam_pressure,academic_performance,sleep_hours,exercise_days_per_week,social_interactions_per_week,screen_time_hours,anxiety_level,financial_stress,family_support,peer_pressure,extracurricular_activities,relationship_issues,stress_score,stress_level
7.1,12,7,7,6.3,0,3,8.1,2,9,9,4,0,0,100.0,3
8.1,14,5,8,9.2,1,9,10.7,8,8,7,3,1,1,100.0,3
4.9,9,1,1,7.5,3,2,5.4,7,1,9,8,0,2,76.2,3
3.4,4,9,10,5.9,0,6,6.9,9,2,2,4,2,1,100.0,3
9.3,4,7,9,5.0,6,9,2.3,10,2,5,8,1,0,81.4,3
5.5,13,2,4,5.6,6,12,1.9,4,2,9,9,2,2,59.4,2
9.0,0,6,4,6.6,4,3,7.0,4,6,7,1,2,2,52.1,1
3.9,14,2,3,5.2,4,17,4.9,7,4,9,4,2,0,71.6,2
7.8,14,1,6,9.8,0,10,9.0,1,8,6,6,0,0,71.0,2
8.4,8,7,1,9.5,1,3,1.6,10,1,7,8,0,1,100.0,3
2.6,6,2,6,9.1,1,13,2.6,9,10,10,6,0,2,79.4,3
6.0,7,2,2,6.0,2,17,12.2,2,4,5,6,1,2,67.4,2
3.6,8,5,9,7.8,5,7,8.4,1,10,6,10,2,0,71.5,2
2.8,5,5,2,9.3,5,9,10.3,7,5,1,4,0,0,87.5,3
13.9,11,7,7,9.0,7,4,11.9,6,9,1,9,2,2,100.0,3
5.9,4,1,1,5.9,5,6,7.0,3,5,2,7,0,2,63.0,2
11.7,5,8,7,3.8,3,11,10.9,1,3,4,6,2,0,89.4,3
5.1,10,3,5,3.5,1,2,7.8,5,4,9,1,0,0,75.3,3
10.2,1,4,8,7.0,2,3,3.9,10,10,7,2,0,0,82.1,3
11.1,3,9,4,7.5,4,9,5.4,4,7,6,6,0,1,85.7,3
9.1,2,4,10,8.9,6,3,7.4,5,1,1,1,0,1,43.0,1
7.7,12,10,7,5.0,5,14,5.1,1,6,5,5,2,0,82.0,3
6.9,6,5,6,4.2,4,9,5.4,1,8,4,1,0,1,60.2,2
6.2,8,7,5,5.7,4,15,5.4,5,1,5,3,0,2,74.4,2
13.2,4,4,4,5.5,0,14,2.6,6,8,9,7,0,2,100.0,3
12.0,5,1,7,3.9,3,18,2.1,5,7,3,5,2,0,62.6,2
13.6,9,9,5,7.7,2,19,1.6,2,1,4,10,0,2,100.0,3
3.5,13,4,5,6.6,3,18,2.4,9,9,8,1,2,2,100.0,3
10.8,11,9,1,8.0,0,17,5.5,5,3,3,1,1,2,100.0,3
13.3,11,6,2,5.5,2,11,8.7,5,2,3,8,2,2,100.0,3
4.2,1,1,5,5.3,2,15,3.4,10,7,9,9,1,2,77.7,3
2.8,2,3,3,6.3,1,0,12.5,9,3,5,7,0,1,100.0,3
10.9,2,2,2,9.1,3,15,11.5,3,1,10,3,0,1,31.2,1
8.9,11,9,4,3.3,3,1,7.8,5,10,1,6,2,0,100.0,3
12.1,11,1,4,8.6,1,14,10.4,5,3,7,3,0,2,80.7,3
3.7,14,9,4,5.6,7,6,5.8,2,6,7,10,0,1,100.0,3
11.5,8,9,4,9.0,4,0,1.5,4,3,6,4,2,1,94.7,3
4.4,14,8,3,8.6,0,4,12.8,2,5,6,4,0,1,100.0,3
4.0,6,8,7,5.4,3,9,2.7,5,9,3,3,1,2,100.0,3
4.0,7,1,9,7.9,1,3,13.3,10,7,3,10,1,1,100.0,3
11.8,10,8,5,4.1,6,13,8.4,2,2,10,6,0,0,97.3,3
10.0,9,10,4,9.3,7,12,5.0,10,1,9,5,0,0,100.0,3
8.3,10,3,2,5.8,2,0,7.4,9,7,1,9,1,2,100.0,3
6.3,8,7,2,6.2,5,15,7.5,10,4,7,9,0,0,100.0,3
12.5,5,1,5,7.9,6,8,1.3,6,7,10,3,1,1,46.4,1
6.7,3,1,7,8.7,1,15,5.6,8,6,7,9,2,2,57.3,2
11.8,11,10,10,4.7,5,18,10.6,9,7,8,3,1,0,100.0,3
7.3,0,5,10,7.6,4,14,7.6,8,4,6,4,0,2,72.3,2
6.5,7,5,9,5.7,0,13,4.2,5,3,8,1,0,1,46.6,1
7.6,6,8,7,5.6,5,19,5.4,5,5,1,5,1,0,86.3,3
5.6,1,7,5,7.8,7,9,12.2,6,3,1,9,1,1,92.9,3
11.0,7,8,10,5.7,4,11,7.8,1,3,9,2,0,0,53.0,1
8.0,11,6,10,5.4,5,0,7.9,8,4,4,4,0,2,100.0,3
4.8,4,6,10,8.9,2,16,13.5,2,8,3,10,0,0,85.0,3
12.8,6,2,6,3.7,2,8,5.2,6,2,6,2,2,0,67.8,2
6.6,3,6,3,7.7,7,18,7.2,9,4,10,8,2,0,76.5,3
8.5,4,5,5,4.7,2,17,11.6,3,3,9,9,1,2,81.2,3
12.9,7,3,8,3.1,2,6,10.9,2,7,10,3,1,0,76.8,3
9.5,0,6,1,4.2,1,8,4.5,10,2,4,9,2,1,100.0,3
3.4,0,8,1,7.2,2,11,3.0,5,1,9,6,2,2,59.6,2
13.3,14,9,7,8.0,6,6,10.1,9,10,5,6,1,2,100.0,3
9.5,3,1,5,3.1,2,13,4.3,6,1,7,7,2,1,47.7,1
6.0,2,3,5,3.3,6,14,13.0,8,6,3,5,1,2,97.7,3
3.7,12,3,1,9.3,1,14,2.7,8,3,3,6,0,0,100.0,3
11.5,9,8,9,3.5,2,5,5.1,7,7,3,1,1,2,100.0,3
9.4,11,1,1,9.3,7,13,1.7,5,8,8,3,2,1,50.7,1
8.4,1,5,5,4.6,4,1,10.1,2,5,6,9,2,2,94.2,3
12.7,11,3,10,8.2,7,7,12.6,10,5,9,5,2,1,100.0,3
11.5,2,2,9,5.2,4,12,9.3,10,2,9,5,1,2,69.7,2
3.8,10,8,4,9.0,3,5,13.2,5,8,8,8,2,1,100.0,3
5.7,14,3,8,7.9,4,4,2.7,7,10,1,2,1,2,99.9,3
5.0,14,7,6,5.8,0,4,2.1,7,1,6,7,0,0,100.0,3
10.9,10,1,3,3.5,0,0,11.9,2,10,4,9,0,1,100.0,3
2.4,13,6,4,8.1,0,8,12.1,7,9,4,7,2,1,100.0,3
8.8,10,3,2,7.3,1,5,11.8,6,1,3,5,1,2,95.2,3
11.1,0,8,1,3.0,7,19,11.4,7,1,9,6,1,2,100.0,3
12.5,0,6,8,3.1,4,6,5.7,8,1,2,4,2,2,91.4,3
6.1,5,2,1,8.7,7,8,3.8,4,7,1,7,1,0,65.4,2
11.9,4,6,1,4.8,6,4,13.1,1,4,10,1,2,2,70.8,2
3.3,7,7,4,7.5,0,13,5.0,8,7,3,4,2,1,100.0,3
12.2,1,5,10,6.2,3,4,6.2,8,5,4,3,0,2,83.3,3
3.5,3,3,10,9.0,1,7,10.1,3,7,4,4,2,0,53.1,1
6.8,7,4,6,9.4,3,6,4.8,3,10,6,1,1,2,77.9,3
11.6,11,4,9,10.0,4,12,11.6,5,7,1,2,2,2,100.0,3
3.8,5,6,1,4.1,2,12,1.9,3,4,1,9,0,1,95.5,3
4.8,0,10,7,9.0,3,7,11.3,5,2,2,7,0,2,97.1,3
10.7,14,1,10,4.9,2,10,8.8,8,8,4,6,1,0,100.0,3
10.6,3,4,5,7.1,1,17,8.4,1,2,7,2,2,2,44.5,1
9.7,0,10,8,6.5,3,18,7.0,2,9,6,1,1,2,73.5,2
10.3,12,4,7,3.1,3,5,4.6,2,5,9,2,1,1,56.3,2
8.5,1,10,4,9.5,5,1,7.0,4,9,7,7,2,2,98.1,3
5.0,4,1,4,3.5,1,12,6.9,9,9,5,2,0,1,80.2,3
6.1,13,9,6,7.8,1,10,8.6,2,8,6,3,1,1,100.0,3
4.2,7,4,6,8.5,0,0,4.7,9,8,10,8,1,2,100.0,3
12.9,7,7,9,8.6,4,1,2.0,7,4,9,7,0,1,100.0,3
9.0,10,3,5,3.9,3,16,2.9,10,4,1,9,2,1,100.0,3
6.8,2,10,8,6.1,7,7,10.1,8,2,9,4,2,2,87.1,3
7.5,10,3,5,8.8,3,1,1.3,1,4,6,7,2,2,59.7,2
13.4,12,8,2,5.1,6,5,12.1,5,4,4,1,0,0,100.0,3
3.8,3,8,6,6.3,1,4,10.0,9,6,5,2,1,0,100.0,3
9.0,9,1,9,4.9,7,15,11.0,4,3,1,7,0,1,68.3,2
8.1,10,10,3,6.2,1,7,11.9,2,2,7,2,1,1,87.2,3
9.3,13,2,1,9.2,4,18,2.6,6,8,8,6,1,2,94.8,3
2.2,5,8,1,6.2,1,15,11.7,2,2,5,10,2,0,88.7,3
12.5,10,1,3,6.9,2,12,7.6,3,8,2,9,2,0,94.8,3
13.2,10,8,10,5.8,2,19,12.5,8,7,8,5,2,2,100.0,3
8.8,9,8,5,6.2,5,6,12.5,3,3,10,10,0,2,100.0,3
10.4,2,2,3,3.1,2,15,1.3,2,6,7,7,2,2,61.4,2
13.1,1,4,9,5.0,2,15,6.0,6,6,10,1,0,2,68.1,2
10.5,5,6,8,6.1,4,11,7.8,3,10,9,8,2,0,75.4,3
3.8,10,9,3,7.4,3,13,9.8,1,5,4,9,2,2,100.0,3
8.9,12,8,9,6.2,2,17,4.7,3,8,9,5,2,2,94.8,3
9.3,14,8,6,5.4,7,17,4.3,6,5,4,6,0,0,100.0,3
7.1,4,7,7,5.7,5,15,6.0,3,7,3,8,1,2,88.1,3
10.8,13,9,4,4.7,1,19,7.5,9,6,3,4,0,0,100.0,3
13.2,9,2,4,9.5,2,15,13.4,7,7,10,2,0,0,95.3,3
13.1,4,3,2,6.7,5,12,10.9,5,9,2,10,0,2,100.0,3
7.4,9,10,5,3.1,4,8,6.6,2,3,10,8,1,2,97.4,3
3.4,12,8,8,3.1,6,8,1.7,9,10,3,2,0,1,100.0,3
13.8,4,6,7,9.8,6,12,3.2,5,7,8,5,2,1,68.1,2
12.1,9,10,7,4.6,6,3,6.9,7,10,8,6,1,0,100.0,3
3.5,11,9,6,8.6,1,8,11.6,9,3,2,5,0,0,100.0,3
13.1,4,10,3,3.4,5,14,5.9,4,2,2,6,0,1,100.0,3
12.4,2,4,5,9.4,2,13,8.0,9,7,2,6,1,0,100.0,3
8.2,6,8,1,9.1,3,18,12.6,1,4,10,3,0,1,60.7,2
9.1,5,10,7,7.0,1,11,12.9,6,1,7,3,1,2,94.4,3
6.8,3,3,9,3.1,1,5,3.8,2,6,6,9,2,2,70.7,2
2.7,1,3,1,4.8,6,2,1.6,8,6,1,3,0,2,93.2,3
6.0,11,8,2,5.8,3,19,5.0,5,6,2,3,0,0,100.0,3
11.6,8,5,3,6.2,6,15,10.0,3,2,1,2,2,2,95.2,3
2.1,0,3,3,5.1,1,19,13.4,2,1,7,7,0,0,44.5,1
6.0,12,10,8,3.2,2,16,2.0,8,3,6,10,0,2,100.0,3
6.8,12,1,7,7.1,6,15,1.4,7,2,2,10,1,0,64.9,2
8.4,10,3,6,6.7,6,5,12.5,9,6,2,4,0,0,100.0,3
13.0,14,9,10,5.0,7,7,10.7,8,6,2,1,2,1,100.0,3
6.2,13,5,10,3.3,6,18,13.9,4,5,8,6,0,1,90.3,3
6.2,3,10,4,10.0,1,1,6.2,2,10,7,5,1,1,92.3,3
10.9,0,2,9,6.4,2,13,6.4,2,10,1,2,2,0,47.0,1
7.4,12,7,1,8.3,3,11,3.2,2,5,4,6,2,1,86.6,3
4.7,5,2,2,6.2,0,16,2.5,6,9,4,1,2,1,66.7,2
7.4,3,4,4,3.3,3,14,8.5,7,5,7,3,2,1,71.8,2
3.7,4,7,3,5.2,2,17,5.7,6,10,2,4,1,0,100.0,3
4.1,4,4,1,5.2,4,15,2.0,2,6,4,3,1,0,60.3,2
8.0,8,7,5,8.9,6,12,12.5,4,4,1,6,1,1,97.3,3
7.0,0,7,7,7.6,3,16,3.6,3,10,4,4,1,1,58.0,2
13.0,12,1,2,4.9,4,7,10.7,4,1,1,1,0,0,94.1,3
6.3,1,6,5,9.8,4,0,4.7,5,4,2,5,1,0,68.3,2
9.0,12,9,6,5.3,2,2,11.6,7,2,2,5,0,1,100.0,3
9.6,5,2,7,10.0,2,15,2.5,9,10,10,9,2,1,79.3,3
2.2,4,3,1,10.0,7,1,10.8,2,3,3,8,0,1,72.9,2
10.0,10,10,7,4.3,6,14,2.3,8,7,8,8,0,0,100.0,3
4.1,6,5,4,5.2,0,0,6.8,3,7,6,5,0,1,89.7,3
13.5,2,9,8,6.4,5,8,10.5,9,1,6,8,1,0,100.0,3
3.8,2,4,4,7.6,1,15,3.3,10,8,9,10,1,2,100.0,3
7.0,9,1,6,6.7,3,3,4.7,4,7,8,7,2,1,61.6,2
3.0,1,4,9,9.8,2,11,12.2,3,1,2,1,1,2,41.7,1
14.0,12,6,5,8.1,3,0,12.5,10,8,6,7,0,0,100.0,3
8.0,2,5,4,4.5,5,0,1.6,6,2,1,8,1,2,94.2,3
9.1,9,1,8,3.7,5,6,3.2,10,8,9,3,1,1,68.6,2
2.8,0,4,9,7.8,6,17,2.5,9,3,4,9,0,2,63.9,2
11.0,4,6,4,4.1,4,14,3.3,7,10,4,8,2,2,100.0,3
4.5,13,10,3,8.5,6,12,13.6,4,7,9,2,1,2,100.0,3
12.8,14,10,8,5.2,1,15,8.2,3,6,3,6,2,0,100.0,3
4.5,11,4,5,5.3,0,6,7.1,10,5,5,4,0,1,100.0,3
4.3,4,9,2,3.1,3,15,13.8,4,10,1,3,1,0,100.0,3
2.4,11,5,10,7.9,1,12,8.2,3,2,6,6,2,2,70.9,2
7.7,10,8,9,3.8,7,13,9.6,3,2,3,10,2,2,100.0,3
8.8,6,9,3,8.4,0,16,5.3,9,1,1,9,0,0,100.0,3
2.8,3,10,2,6.4,3,11,6.0,4,9,10,2,1,0,79.1,3
11.3,2,5,1,8.5,1,19,8.7,9,8,6,10,2,2,100.0,3
7.4,0,6,8,7.1,2,12,1.9,10,8,10,10,2,1,72.0,2
8.3,11,1,3,3.6,3,19,4.3,5,1,2,10,2,0,73.6,2
7.3,14,7,7,8.4,1,14,3.6,7,5,8,5,2,2,94.4,3
6.8,7,4,1,3.5,5,3,1.2,5,6,2,6,2,2,100.0,3
8.7,12,2,1,6.4,0,1,8.0,1,2,4,4,2,1,75.5,3
3.9,2,5,9,4.2,1,17,8.3,2,10,3,7,2,2,81.8,3
4.2,12,3,8,8.3,2,1,6.0,5,5,9,2,2,0,60.5,2
12.3,14,6,3,9.4,6,14,4.5,6,6,2,7,2,2,100.0,3
13.4,1,8,6,6.9,3,18,9.5,7,9,3,2,2,2,100.0,3
6.5,10,7,3,6.7,7,14,2.8,2,10,7,1,1,2,73.0,2
5.2,3,3,4,8.3,3,19,7.7,10,1,4,5,0,2,76.9,3
9.7,2,8,1,3.0,3,9,11.0,9,10,6,2,0,1,100.0,3
6.9,12,2,5,9.4,2,19,3.1,6,3,3,8,0,0,78.7,3
2.3,0,10,1,4.4,0,10,10.8,2,9,1,8,2,2,100.0,3
3.9,2,9,1,9.9,3,9,10.9,2,1,6,1,0,0,56.4,2
10.6,11,4,10,8.2,0,4,1.8,3,1,4,4,2,1,56.0,2
9.9,1,1,7,8.4,1,8,1.2,1,1,2,9,1,0,15.6,0
2.3,7,8,6,7.6,5,19,13.7,9,7,7,5,0,1,100.0,3
4.7,5,7,2,6.3,7,18,3.5,10,5,10,10,1,0,96.3,3
4.8,8,5,2,7.0,5,12,11.7,4,6,5,6,1,0,79.9,3
10.1,7,10,7,3.3,0,17,8.3,5,8,6,3,2,2,100.0,3
2.2,9,5,1,7.4,0,16,4.4,7,2,6,5,0,0,88.3,3
3.2,2,7,2,7.4,5,5,2.7,1,2,9,1,1,2,24.4,0
11.6,4,5,8,9.2,3,9,7.5,3,3,2,8,0,2,84.2,3
4.1,6,8,6,6.5,4,1,6.3,3,3,6,6,1,0,78.4,3
9.8,4,6,2,3.5,4,5,10.1,2,3,9,2,1,2,70.8,2
4.9,7,5,7,5.1,2,12,12.8,8,4,4,4,2,0,87.6,3
3.2,11,9,4,7.6,7,17,11.5,5,3,6,4,0,2,100.0,3
4.9,4,2,2,4.7,6,6,4.6,1,2,7,9,2,2,39.9,1
10.7,0,1,6,5.0,5,1,12.4,2,9,1,9,2,1,77.1,3
12.3,4,8,9,8.7,5,13,11.8,1,6,5,5,2,1,77.5,3
12.0,3,3,9,7.1,2,4,13.1,6,3,4,3,2,0,74.7,2
6.8,5,7,8,6.6,7,17,7.0,9,9,10,1,2,2,82.8,3
10.0,2,10,3,5.2,4,10,11.0,7,4,2,6,1,1,100.0,3
4.5,14,8,3,8.1,1,9,8.7,5,4,2,8,0,1,100.0,3
5.5,10,6,2,5.0,3,10,5.0,3,8,2,1,0,1,91.3,3
12.8,4,10,5,8.2,3,1,13.9,8,7,7,1,2,2,100.0,3
2.2,1,9,4,3.5,1,14,1.5,10,7,4,7,0,0,100.0,3
3.0,10,7,7,9.1,1,6,3.1,4,10,6,7,1,2,100.0,3
4.5,5,10,4,6.5,7,8,12.6,9,7,7,2,2,2,100.0,3
2.3,12,5,9,6.1,4,4,1.8,5,10,9,3,1,1,92.1,3
4.2,14,8,2,7.3,2,6,12.5,6,5,2,2,1,2,100.0,3
9.0,11,2,6,7.4,1,19,10.3,5,7,10,6,2,2,78.2,3
7.1,5,7,7,3.9,2,1,1.5,10,4,9,8,1,1,98.3,3
12.7,4,4,4,8.3,7,2,6.6,7,8,5,8,2,1,100.0,3
11.8,5,9,6,4.9,6,1,10.8,7,9,6,1,1,2,100.0,3
6.1,10,1,7,9.3,0,18,8.6,1,3,6,9,0,1,49.5,1
5.1,6,7,4,8.7,3,3,13.2,2,7,3,8,0,0,100.0,3
6.6,11,6,8,5.4,4,19,12.3,7,10,10,9,0,0,100.0,3
9.1,4,8,9,8.7,3,6,5.3,8,9,7,9,2,0,100.0,3
5.2,0,5,1,5.5,4,6,2.1,4,1,7,6,1,0,48.9,1
9.5,7,1,7,3.7,7,16,13.3,6,2,8,3,1,0,50.2,1
6.9,3,1,9,9.7,0,18,7.7,10,7,5,1,0,1,65.7,2
8.6,8,9,10,7.6,3,15,2.0,3,2,2,8,0,1,79.7,3
7.2,13,10,5,6.2,0,2,11.6,7,7,3,10,2,0,100.0,3
5.5,9,6,2,5.8,7,14,12.3,3,1,9,3,2,0,72.4,2
13.4,11,10,10,5.3,4,13,9.3,7,3,6,7,1,0,100.0,3
11.2,5,5,6,9.9,1,14,6.8,8,5,8,10,2,1,90.8,3
3.7,0,1,7,3.9,6,13,9.6,3,6,8,6,2,1,26.2,0
12.4,2,6,2,5.2,3,6,10.2,2,9,5,3,2,2,100.0,3
7.8,2,6,2,6.4,0,2,12.6,6,9,1,6,0,2,100.0,3
12.7,9,3,10,6.3,5,16,13.4,4,3,6,3,0,2,73.7,2
11.6,11,8,10,6.3,3,9,7.7,8,8,7,9,1,2,100.0,3
7.1,11,1,1,4.2,3,14,11.4,2,4,9,1,2,1,51.5,1
2.3,3,1,4,4.0,3,5,13.5,4,7,2,8,0,1,90.5,3
5.2,5,6,7,4.8,2,16,3.0,2,6,2,5,2,1,69.3,2
8.5,14,10,9,9.4,0,16,1.2,2,8,10,4,1,1,87.2,3
9.6,6,1,3,3.8,0,13,12.3,2,6,1,1,2,0,69.5,2
5.1,9,6,7,8.3,3,17,3.5,1,4,5,9,1,2,62.4,2
3.7,3,1,7,8.3,7,4,1.6,4,2,2,9,1,1,40.2,1
12.0,5,6,7,8.7,7,7,3.1,2,7,3,5,0,1,78.7,3
13.8,10,3,2,9.2,1,6,6.0,9,4,2,9,2,2,100.0,3
8.3,0,8,6,4.8,3,3,3.9,9,9,4,10,0,1,100.0,3
4.1,13,6,2,4.6,2,17,5.0,7,9,3,9,2,0,100.0,3
5.3,7,1,6,6.3,4,4,13.7,6,7,9,7,2,1,73.1,2
2.2,6,5,10,4.9,2,15,10.2,3,5,10,8,1,2,73.4,2
13.0,14,8,3,8.1,7,13,10.3,7,3,2,1,1,0,100.0,3
3.4,10,3,2,7.5,1,18,2.2,1,3,7,4,2,0,38.9,1
8.9,10,6,6,9.1,7,13,10.5,9,9,3,10,0,2,100.0,3
5.3,8,5,2,3.6,7,8,10.6,4,9,10,10,1,2,100.0,3
8.7,2,6,5,9.4,7,5,9.6,6,4,8,4,1,0,58.4,2
9.8,1,10,2,5.1,3,16,4.0,6,1,4,9,2,1,98.3,3
12.0,0,1,3,6.4,7,18,6.5,3,10,4,3,2,2,57.7,2
4.5,2,7,3,6.1,0,11,12.0,4,5,9,10,1,0,85.9,3
2.1,4,9,6,8.3,6,3,9.7,10,8,3,10,0,2,100.0,3
3.6,13,2,6,5.9,5,15,10.5,3,10,7,1,1,1,67.9,2
12.8,10,10,10,9.6,3,10,8.6,6,4,1,5,2,1,100.0,3
12.5,1,5,3,9.3,1,3,6.8,1,10,7,7,1,0,85.8,3
9.2,11,10,3,9.1,0,16,10.9,8,10,10,4,2,1,100.0,3
9.2,2,4,1,3.5,2,7,1.9,8,4,2,9,1,1,100.0,3
10.0,14,6,7,9.0,7,13,9.8,9,9,6,6,2,1,100.0,3
4.1,14,6,8,8.5,4,1,14.0,6,9,9,6,2,2,100.0,3
13.0,14,2,2,3.7,4,10,11.1,1,7,6,3,0,0,89.7,3
7.0,3,2,4,3.8,6,10,4.8,3,10,3,10,2,0,72.6,2
6.6,6,4,10,3.7,3,5,4.6,1,8,1,10,1,0,79.2,3
8.2,12,1,7,3.1,2,13,9.7,5,4,4,5,2,1,79.7,3
2.6,2,9,8,6.8,6,9,12.6,3,8,4,10,1,2,96.4,3
4.0,14,7,1,9.8,5,7,8.5,2,6,8,6,0,0,91.6,3
10.9,8,7,4,6.1,5,6,7.9,3,3,10,4,1,2,71.4,2
3.0,7,3,6,6.8,6,7,3.1,9,7,10,3,0,0,60.8,2
9.2,3,3,3,9.8,1,7,10.3,8,3,7,5,0,1,81.4,3
4.9,12,1,5,4.8,4,1,10.1,3,7,10,7,2,0,73.4,2
6.7,0,3,10,9.0,2,15,13.6,2,5,7,6,0,0,45.2,1
5.5,0,3,9,6.8,3,8,4.9,5,4,7,2,1,1,16.1,0
6.3,0,4,3,7.0,7,12,10.8,1,3,2,1,0,1,23.0,0
10.6,0,4,5,5.4,0,11,6.6,4,8,9,5,0,0,69.0,2
5.6,7,3,8,6.9,3,16,8.3,8,4,6,5,2,2,72.0,2
8.8,2,10,6,3.5,3,1,11.6,1,8,2,6,1,1,100.0,3
7.7,14,8,4,8.4,2,12,3.9,5,10,1,3,0,0,100.0,3
10.0,5,8,8,5.0,4,0,5.5,4,3,1,1,2,1,83.6,3
13.2,2,1,3,9.2,2,18,11.1,6,10,1,4,2,2,100.0,3
10.8,10,7,3,5.6,0,10,8.4,7,9,4,4,1,0,100.0,3
4.6,4,2,4,4.0,6,4,2.2,9,6,4,10,2,0,91.3,3
2.4,12,1,9,7.9,2,0,6.6,1,5,9,2,0,2,46.0,1
5.1,14,3,5,4.2,1,19,8.6,10,5,1,8,2,2,100.0,3
9.1,13,4,8,8.3,3,12,12.8,4,3,3,6,1,0,75.6,3
2.6,12,6,6,9.8,4,7,3.5,6,2,3,3,1,2,84.0,3
8.0,14,10,3,8.5,7,5,11.5,10,6,8,1,2,2,100.0,3
9.2,6,5,8,3.2,5,16,2.7,7,1,2,3,0,0,74.3,2
6.0,1,4,9,7.2,0,11,4.1,7,7,6,8,2,1,68.1,2
11.3,5,8,8,7.9,5,0,4.2,8,5,4,4,1,2,100.0,3
3.3,12,4,4,8.8,3,2,12.4,10,4,10,3,2,1,97.7,3
2.9,5,10,6,3.4,2,13,3.6,8,9,6,4,2,1,100.0,3
10.7,10,2,1,6.4,5,7,11.2,8,10,5,4,0,1,100.0,3
7.9,2,3,4,6.7,1,10,7.0,8,1,9,2,2,2,44.5,1
10.3,5,6,8,4.2,2,13,14.0,8,4,9,4,0,0,100.0,3
7.2,9,8,1,5.3,3,7,11.9,6,3,1,9,2,0,100.0,3
5.0,9,8,3,6.1,5,2,10.6,9,6,3,4,2,0,100.0,3
11.8,13,9,1,8.8,7,6,12.3,3,5,1,1,0,0,100.0,3
11.6,4,7,9,9.5,6,18,9.2,6,7,6,1,0,0,77.5,3
10.3,11,2,2,7.4,0,3,12.0,5,1,3,1,1,0,82.6,3
5.3,1,8,9,5.8,5,15,4.4,8,5,1,5,0,1,82.7,3
9.1,8,7,4,4.8,7,12,2.3,4,2,6,6,2,1,73.6,2
6.3,7,8,2,9.9,6,19,9.0,4,2,5,6,1,1,78.1,3
3.1,2,3,4,9.9,6,18,6.7,10,2,8,6,0,2,72.6,2
13.0,7,7,10,9.5,5,4,6.5,10,9,2,9,0,2,100.0,3
3.6,13,10,6,8.5,4,4,7.8,5,10,8,1,1,2,100.0,3
13.4,8,9,7,5.3,5,19,5.7,6,3,5,10,2,0,100.0,3
7.4,13,3,3,8.7,3,3,9.1,4,4,8,6,2,1,86.4,3
4.2,14,10,3,5.9,6,1,1.4,2,5,10,8,1,2,100.0,3
8.5,2,6,10,5.3,0,12,13.6,2,4,4,8,2,1,78.4,3
12.5,2,2,8,8.2,3,15,13.0,3,4,4,3,0,0,55.2,2
10.8,1,2,5,3.6,1,1,13.2,2,5,10,5,2,1,69.1,2
11.7,7,5,4,3.3,2,18,5.7,1,10,4,10,0,0,100.0,3
9.9,9,5,7,6.1,5,16,7.9,8,9,6,4,2,2,100.0,3
10.3,0,7,7,6.1,4,4,13.4,5,9,4,1,0,0,94.1,3
12.2,7,2,9,9.3,0,17,12.7,10,6,9,9,1,0,100.0,3
5.0,6,7,9,3.9,4,17,11.3,1,3,9,5,0,1,59.2,2
7.9,13,5,5,3.9,4,7,6.3,9,6,3,2,2,0,100.0,3
4.7,6,6,8,4.0,4,14,8.3,8,10,7,2,0,2,100.0,3
13.9,2,8,10,3.2,5,12,11.3,4,4,5,7,2,2,100.0,3
13.3,0,10,1,3.5,0,12,4.5,8,3,9,4,2,0,100.0,3
2.5,3,4,9,7.6,0,15,9.1,10,6,2,1,0,1,87.6,3
10.5,8,7,8,6.0,6,19,11.8,7,6,3,5,2,2,100.0,3
13.1,4,6,6,8.3,4,12,10.2,7,2,10,2,1,2,74.3,2
4.2,0,10,3,9.9,6,19,7.2,1,9,5,7,2,0,70.9,2
8.8,14,2,3,7.6,6,1,8.6,6,8,5,9,1,0,100.0,3
13.0,4,8,8,3.4,2,2,13.9,4,6,10,1,1,2,99.1,3
2.4,12,10,5,3.7,5,14,8.8,10,1,7,2,2,0,100.0,3
10.4,7,9,10,9.2,5,18,11.2,10,2,8,6,1,0,99.0,3
5.6,7,5,7,6.7,3,12,10.4,10,4,8,8,1,2,100.0,3
13.1,4,10,5,8.8,7,4,10.1,2,7,1,7,0,1,100.0,3
13.7,11,4,8,9.0,6,5,10.3,10,9,1,9,1,1,100.0,3
13.3,8,6,10,9.5,5,13,6.9,7,10,3,2,1,2,100.0,3
7.7,14,8,10,9.6,4,3,7.2,9,5,1,9,1,0,100.0,3
12.3,0,3,4,6.9,7,18,7.1,5,10,1,4,1,2,90.5,3
12.1,3,10,2,5.4,1,6,1.4,8,2,10,3,1,2,100.0,3
5.8,2,1,3,9.7,4,3,4.1,5,1,8,7,2,0,28.1,0
11.9,1,4,8,6.8,0,1,3.0,7,10,1,5,1,1,94.7,3
2.4,14,4,7,3.4,5,6,12.5,7,1,9,5,2,1,90.6,3
9.2,7,1,2,7.5,7,2,4.6,9,5,2,2,2,0,77.8,3
4.8,6,9,6,7.1,5,14,2.8,3,7,9,6,2,2,70.4,2
3.4,8,3,9,9.3,3,0,2.6,1,9,7,6,0,0,54.8,1
2.9,1,5,4,7.6,6,1,10.1,2,9,9,4,0,2,61.5,2
10.4,13,6,9,5.4,1,9,1.1,6,8,3,5,2,0,100.0,3
6.1,13,8,2,9.8,5,15,7.1,10,1,1,7,0,0,100.0,3
10.7,3,6,2,8.6,3,14,2.5,10,5,1,8,1,1,100.0,3
